Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.05,0,0.01
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.06,0
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01
ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01
Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.01,0,0.05,0
Ghostbusters (2016),PS4,2016,Action,Activision,0.04,0,0,0.01
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0
Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.05,0
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0,0,0.05,0
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0,0,0.01
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01
Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01
Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0,0,0.04,0
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0,0,0.04,0
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.01,0.02,0,0.01
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.01
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0,0,0.03,0
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0,0,0.01
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.03,0,0,0.01
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.03,0
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0.01
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0,0
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0,0,0.03,0
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0,0
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0,0.01,0
Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0,0,0.01
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0,0,0
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0,0,0
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0,0,0
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0,0.02,0,0
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0
Paragon,PS4,2016,Action,Epic Games,0.02,0,0,0
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0,0,0
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0
Super Mario World,SNES,1990,Platform,Nintendo,12.78,3.75,3.54,0.55
Super Mario All-Stars,SNES,1993,Platform,Nintendo,5.99,2.15,2.12,0.29
Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3,0.23
Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18
Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02
Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0,0,3.19,0
Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07
F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0,0,2.78,0.01
Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0,0,2.43,0.02
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0,2.02,0.01
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0,1.45,0.03
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03
SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06
Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01
Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05
Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05
Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,0
Kirby Super Star,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02
Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03
Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,0,0,1.36,0
Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,0,0,1.29,0.01
The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03
Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0,0,1.2,0
Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02
Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0,0,1.17,0
Wii Sports,Wii,2006,Sports,Nintendo,41.36,28.96,3.77,8.45
Mario Kart Wii,Wii,2008,Racing,Nintendo,15.68,12.76,3.79,3.29
Wii Sports Resort,Wii,2009,Sports,Nintendo,15.61,10.93,3.28,2.95
Wii Play,Wii,2006,Misc,Nintendo,13.96,9.18,2.93,2.84
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24
Wii Fit,Wii,2007,Sports,Nintendo,8.92,8.03,3.6,2.15
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.49,2.53,1.77
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01
Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.35,1.2,0.74
Just Dance 3,Wii,2011,Misc,Ubisoft,5.95,3.11,0,1.06
Just Dance 2,Wii,2010,Misc,Ubisoft,5.8,2.85,0.01,0.78
Wii Party,Wii,2010,Misc,Nintendo,1.75,3.47,2.49,0.67
Mario Party 8,Wii,2007,Misc,Nintendo,3.74,2.24,1.58,0.7
Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2.57,3.86,0.66,0.91
Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.56,2.35,0.98,0.62
Just Dance,Wii,2009,Misc,Ubisoft,3.48,2.99,0,0.73
The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3.74,2.14,0.6,0.68
Just Dance 4,Wii,2012,Misc,Ubisoft,4.05,2.16,0,0.55
Zumba Fitness,Wii,2010,Sports,505 Games,3.45,2.59,0,0.66
Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.17,1.79,1.03,0.46
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.57,1.55,0,0.51
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0,0.43
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0,0.34
Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0,0.31
Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32
Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22
LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.8,0.97,0,0.29
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.51,1.03,0,0.27
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0,0.3
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,0.99,0.52,0.92,0.14
Skylanders Giants,Wii,2012,Action,Activision,1.48,0.83,0,0.21
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25
Game Party,Wii,2007,Misc,Midway Games,1.47,0.77,0,0.24
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0,0.22
uDraw Studio,Wii,2010,Misc,THQ,1.65,0.57,0,0.2
LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts,1.51,0.61,0,0.21
My Fitness Coach,Wii,2008,Sports,Ubisoft,1.18,0.9,0,0.24
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24
Just Dance Kids,Wii,2010,Misc,Ubisoft,1.52,0.54,0,0.18
Call of Duty 3,Wii,N/A,Shooter,Activision,1.17,0.84,0,0.23
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11
Resident Evil 4,Wii,2007,Action,Capcom,1.32,0.56,0.14,0.2
Sonic Unleashed,Wii,2008,Platform,Sega,1.26,0.67,0.02,0.21
Skylanders SWAP Force,Wii,2013,Platform,Activision,1.21,0.75,0,0.19
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.49,0.46,0,0.18
Rock Band,Wii,N/A,Misc,MTV Games,1.33,0.56,0,0.2
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19
Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.42,0.09,0.45,0.1
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0,0,0.12
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0,0.29,0.12
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0,0.2
GoldenEye 007 (2010),Wii,2010,Action,Activision,0.84,0.7,0.13,0.16
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09
Mario Kart 8,WiiU,2014,Racing,Nintendo,3.15,2.15,1.28,0.51
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.34,1.27,0.32
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.6,1.08,0.81,0.38
Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2
New Super Luigi U,WiiU,2013,Platform,Nintendo,1.25,0.62,0.18,0.18
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.92,0.6,0.14,0.14
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.56,0.84,0.05
Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.53,0.24,0.12
Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.04,1.95,0.08,0.79
Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.65,2.28,0.04,0.74
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.93,2.36,0.13,0.9
Minecraft,X360,2013,Misc,Microsoft Game Studios,5.7,2.65,0.02,0.81
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85
Call of Duty: World at War,X360,2008,Shooter,Activision,4.81,1.88,0,0.69
Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.11,0.06,0.69
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.95,0.09,0.58
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56
Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.69,0.03,0.44
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.57
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.77,1.11,0,0.4
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29
Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24
Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,0.28
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26
FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0,0.21
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0,0.17
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0,0.26
Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,0.3
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.63,0,0.25
Skate 3,X360,2010,Sports,Electronic Arts,1.47,0.93,0,0.24
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22
Dead Island,X360,2011,Action,Deep Silver,1.48,0.69,0,0.2
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18
Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.45,0,0.18
Dead Rising,X360,2006,Action,Capcom,1.16,0.64,0.08,0.2
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.49,0.01,0.17
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0,0.19
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.77,0.06,0,0.22
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.23,0,0.16
Destiny,X360,2014,Shooter,Activision,1.31,0.43,0,0.18
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.84,0.01,0.17
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.14,0.4,0,0.16
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13
Just Cause 2,X360,2010,Action,Square Enix,0.59,0.83,0.02,0.17
Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18
SoulCalibur IV,X360,2008,Fighting,Ubisoft,0.92,0.43,0.07,0.15
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12
FIFA 16,X360,2015,Sports,Electronic Arts,0.57,0.88,0,0.12
Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.46,0,0.14
Mafia II,X360,2010,Action,Take-Two Interactive,0.85,0.55,0,0.15
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1
Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.44,0,0.13
